tweet_id,relevance
1464699026222288906,0
1464703355784159242,1
1464733369019817985,0
1464706140990758930,0
1464708593081630730,0
1464694687298691078,0
1464717318307696645,0
1464693089835040782,0
1464667685858516996,0
1464698996774035461,0
1464705484200546307,0
1464706992631595008,0
1464745470761349122,0
1464696944245317644,0
1464718852890234888,0
1464700959259561989,1
1464700456429576193,0
1464725568893632513,1
1464700215248703488,0
1464710799293825031,0
1464712165009600514,1
1464699028680159244,0
1464703780751122438,0
1464737453953200128,1
1464708127731986445,0
1464383473808932867,1
1464500377114406913,0
1464712485559222280,0
1464459570978471936,1
1464723227905871874,1
1464697821299367936,1
1464731471462154245,1
1464685650716803074,1
1349463869882851328,0
1349432403333435392,0
1348575136593682434,0
1348296809723154434,0
1348029666846593026,0
1348089037538684936,0
1349000267044425728,1
1347618500353921024,0
1350095651804241921,1
1348388257097261056,0
1349393205956116481,1
1347635688238419969,0
1347869007874031616,0
1349468852644683776,0
1348275825582477312,0
1349452384477523971,0
1349424827623481347,1
1349722671659945984,1
1349011263599374338,1
1349395830659276801,1
1349009229840064514,1
1347615050886950912,0
1347583971517980678,1
1348650938622423050,1
1349440579353124864,1
1347553012898783239,1
1348917991061286914,1
1350072371110162436,0
1349755215642243073,0
1349798535810715650,0
1349663762706477056,1
1350005960916561921,1
1349112473488674817,1
1349359646444806144,1
1349879739759079426,0
1349437454542118912,1
1349385859217330176,1
1349427570014564353,1
1405890256822489093,0
1405822476953784320,0
1405889943973642244,0
1405890657949003778,0
1405900440101924864,0
1405890713288650756,0
1404830304955768839,0
1405794914105970690,0
1405995559664734215,0
1405927022711410692,0
1405957567424122882,0
1405905391372976128,0
1405450617624141829,0
1406007550248685573,1
1405902088861892611,1
1405890019882156040,1
1403273800746160128,0
1405973791688249346,1
1405948601965154308,1
1405913017418665987,0
1404480406989254662,0
1405892341702012932,1
1405910940608958469,1
1405929605442064397,0
1404512566840336384,0
1405916039758684163,1
1405895064149180422,1
1405890455808745478,1
1405895997390270468,1
1405909035690381313,1
1405894159018434571,1
1405905453087969282,0
1405896108249960459,1
1406006249217531908,1
1427393862796972032,0
1427170805155237890,1
1427356182889570304,0
1427350940886216710,0
1427397276197076998,0
1426262405672325133,1
1427321841887088645,1
1427303652176318465,1
1427179345370570752,1
1427204751351943168,1
1427397453129596928,1
1427406574872629248,1
1427308854761725953,1
1424777640821596171,0
1427345110572929026,0
1427186132261883913,1
1427190286883688452,1
1426457168346243077,1
1427188050619207680,1
1427338067577294852,1
1427190153638907904,1
1427412742965653506,1
1427405229235056646,1
1427327580101873665,0
1426708477787865099,1
1427370990431096848,1
1426654918241366018,1
1426652019750748163,1
1426644828960567299,1
1427328420279721991,0
1427353194120757252,1
1427403911837663237,1
1425070478348197891,1
1428012648252203009,1
1428013249467985920,1
1428035081550155779,1
1428136050891935746,1
1428093107682304000,1
1428107992155791369,1
1428023165742104579,1
1428097907580981257,1
1428094349535969280,1
1428040491229237252,1
1428047689376206856,1
1428031064421896194,0
1425743891349843975,0
1428027332120428549,1
1427999256699457538,0
1428023448803151872,1
1427676667250622475,0
1428046223668285441,1
1427990265931907076,1
1428017361307815937,1
1428000150719455236,1
1428023049736044555,1
1428012490957393924,0
1428085321544110088,1
1428022424591872011,1
1428008741828448256,1
1426915143699607556,1
1428020136322211843,1
1427969582594146305,1
1469611567562080256,0
1469813350775283712,0
1469648635897991180,0
1469689263147134978,0
1469708745957593094,0
1469664425577783297,0
1469696568441847809,0
1469765462095544321,1
1469638874485850119,1
1469734032246251522,0
1469603140546842624,0
1469595118000914435,1
1469587495457366017,1
1469691849619255301,0
1469686346268790789,1
1469602628199985155,1
1469588156815224838,1
1469598050742063104,0
1469660682589290497,0
1469643387859091461,0
1469637022545502208,0
1469597936967471110,0
1468199550204715015,0
1469669449020100613,1
1469601369673846788,0
1469594617020665856,1
1469748833303158789,1
1469612330807963651,0
1469625803692519425,1
1469675842020200462,0
1469626780365606913,1
1469604165416587264,1
1469663289403707399,0
1469222902885199874,1
1469630328016969728,1
1469777791923204107,1
1469659778540609543,1
1469635621232816131,0
1469612849832017923,0
1469626439955886089,1
1409902555191287812,0
1409836064425054212,0
1409815717957017601,0
1409807985988210692,0
1409972604706897924,0
1409899351892054017,1
1409847744462823435,0
1409858371327508483,0
1409849125923868674,0
1409874990237892626,0
1409879637874860038,0
1409986957514579974,0
1409862218364162049,0
1409928594181308422,1
1409842434352287745,0
1409807972109324290,1
1409811247504166914,1
1409858097212973056,0
1409803711799513093,1
1409958854457270278,1
1409854044735107075,1
1409952596656328712,0
1409949388638724098,0
1409932512567119874,0
1409929991429689345,1
1409941685556158468,1
1409804680130138114,1
1409811526853312519,0
1409802670588768258,1
1409845937552478210,0
1409818859008315394,1
1409819307609972736,0
1409821691421859842,0
1409836811241787392,1
1409820610008657924,1
1409818584008769538,1
1409813636248440834,1
1409808749095579653,1
1409855718958710785,1
1434521500904742916,0
1436271126544535563,0
1436283899060047885,0
1436285493453414400,0
1436288721700130817,0
1436135118872236032,0
1436365782766739461,0
1436426037513146374,0
1436241770015244289,0
1436245365863460870,0
1436258853847543823,1
1436406276305608705,0
1436626139229868032,1
1436465956549808129,1
1436626161149349889,0
1436265662603743237,0
1436373387027402758,0
1436239956431839232,0
1436336113929658371,0
1436249165890269187,1
1436342112790925312,1
1436257029484687364,1
1436266297919250434,0
1436238525217787904,1
1436421652523458564,0
1436632479725768706,1
1436403082770911236,1
1436637668117471234,1
1436404785998188544,1
1436270777129738241,0
1436283070357938178,1
1436300105418780674,0
1436309575217647617,0
1436283783595053064,1
1436404241531277316,1
1436653542685782016,1
1436347781770272801,1
1436300129150148609,1
1436336324290678787,1
1436340213039599622,1
1436378030750961665,1
1436463154402402330,1
1436328987811319813,1
1379884849985683458,0
1380507907062706180,0
1380547571890917377,0
1379525282013585417,0
1380665546811785217,0
1379562758543409156,0
1379488702997618688,0
1380542569596260355,0
1380299682476392448,0
1380539620228788226,0
1380605009323253765,0
1380532078270353408,0
1380617614100160514,0
1380549591939084289,0
1380535231636193282,0
1380541739258236936,0
1380533536239812611,0
1380551746271993857,1
1380638298838810628,0
1380529410793742338,0
1380565981253267461,1
1380541763761266691,1
1379885548437929986,1
1380551650646065155,0
1380583200184008707,1
1380596686637121541,1
1380590530107686913,1
1380566939202895873,0
1380554079743709184,0
1380556052752650242,0
1380550534550147072,1
1380594975491162115,0
1380563639007076366,0
1379122491692552201,0
1380566116502802440,0
1380563796117295106,1
1380620403761156109,0
1380474842282143746,0
1380527267969966080,1
1379479351452925954,1
1380563576969175040,1
1380532425080590345,1
1380639247527518216,0
1380570121769512960,0
1380552535325429762,1
1380561765138898947,1
1380583577017057280,1
1412837662034116609,0
1412786024028254216,0
1412813211016077316,1
1412842082641879040,0
1412873414046519309,0
1412735190917603328,1
1412797463895945219,0
1412741872464896006,0
1412873132084383745,0
1410203909717639171,0
1412844165860298752,0
1412853272914825227,0
1412824449687117824,0
1412823847225729028,1
1412787842451918854,0
1412909004477681665,0
1412804260522303494,0
1412854033505828867,1
1412825387009298438,0
1412884076118282243,0
1412901694367744001,0
1412811731798310917,1
1412781347521929222,0
1412798833063567363,1
1412740472137728003,0
1412802838959476741,1
1412786968090525700,1
1412802481151778823,1
1412862900180500481,0
1412826974939140103,0
1412740501116272644,1
1412797305040814080,1
1412873032922763264,0
1412740873620762628,1
1412735452210155522,1
1412865068673515524,0
1412797982060253184,0
1412796630017970176,1
1412780712026116097,1
1444255945433956354,0
1445309987908165633,0
1446459618306269186,0
1444643411609464841,0
1445478818035093512,0
1446873114068062216,0
1446587914691940352,0
1446777737507639298,0
1446586300493090816,0
1446123794163122178,0
1444119661004591107,1
1446244274719412229,0
1446810486507511813,0
1444645688684466178,0
1446575775470309381,0
1446855982630514689,0
1446469766147940359,0
1446235838954852352,0
1446736199457165312,0
1445388869860528134,0
1446454511049093120,0
1445415331686752260,0
1445696257461211136,1
1445146861195702276,0
1446909479845605378,1
1446231441411616773,0
1446981591402782727,1
1444247963971293184,1
1446462597264445441,0
1446218279966609418,0
1446958897676398596,0
1446845576243470344,0
1446238759809437698,0
1446028847921737728,0
1446558548561956878,1
1446719910453858310,0
1446024295378038788,1
1446022153237942272,1
1445833086801891332,0
1446264681631453186,0
1446817731349729283,1
1446387566215847954,0
1446747290853588993,1
1446944270812860419,1
1446236195839741954,0
1446967808454180876,1
1445773513298640910,0
1446977974474055681,1
1443682633389649930,0
1444748155195691019,0
1443631704397209601,0
1443294851567603713,0
1444705954260471812,0
1442136788168970244,0
1443275341259231234,0
1442134875406934019,0
1442135569123868676,0
1444753220996321281,1
1443267856142114822,0
1443286993044115470,0
1444719414809702407,0
1443659532392181765,0
1443309074662240257,0
1442135059398492166,0
1443695835615834115,1
1444741080407289863,1
1444743579595952131,0
1444740291173535751,1
1443656929444782089,0
1443286925184577538,0
1444745432219987972,0
1443915001564176420,1
1444750260950245378,0
1442534965120491523,0
1443657085347143685,0
1444742915746586627,0
1442410689667141632,0
1442574941723955205,0
1442869605719060481,0
1444740655482298375,0
1444744053833310215,0
1444610731241000972,1
1444742066135781381,0
1444740168850845702,1
1444749367747952648,0
1444790389442060289,0
1444741213664518144,0
1444739737122656256,1
1444741599397875715,1
1443286940032372739,0
1443286491417960458,0
1444739889665388544,0
1444745824513282051,1
1444778962417299456,0
1444741108198776832,1
1444713602926137350,0
1444762481755312130,1
1444781962246381574,1
